ShipmentID,Origin,Destination,Pickup_Date,Delivery_Date,Delivery_Status,Distance_KM,Shipment_Mode,Weight_KG,Cost_USD,Customer_Segment,Delay_Reason
SHP002930,Atlanta,Las Vegas,2024-12-05,2024-12-06,Delivered,1274,Ground,294.08,784.75,Business,None
SHP002931,New York,San Diego,2024-05-23,2024-05-29,Delayed,1682,Air,308.17,1036.8,Retail,Operational
SHP002932,Los Angeles,Charlotte,2024-08-23,2024-08-25,Delivered,2093,Ground,429.91,1234.8,Business,None
SHP002933,Boston,Charlotte,2024-12-11,2024-12-13,Delayed,626,Air,450.53,647.02,Business,Weather
SHP002934,Los Angeles,San Francisco,2024-08-20,2024-08-21,Delivered,1310,Ground,55.75,657.95,Retail,None
SHP002935,Phoenix,San Francisco,2024-06-16,2024-06-17,Delivered,1341,Ground,229.54,776.17,Business,None
SHP002936,Miami,Philadelphia,2024-09-12,2024-09-14,Delivered,1601,Ground,7.97,760.23,Business,None
SHP002937,Atlanta,Detroit,2024-04-23,2024-04-26,Delivered,2591,Ground,397.52,1439.46,Business,None
SHP002938,Atlanta,San Francisco,2024-06-13,2024-06-14,Delivered,620,Ground,262.92,471.75,Business,None
SHP002939,Phoenix,Las Vegas,2024-07-19,2024-07-27,Delayed,2876,Air,308.81,1574.49,Retail,Weather
SHP002940,Dallas,Portland,2024-03-12,2024-03-13,Delivered,158,Freight,151.37,226.92,Business,None
SHP002941,Chicago,Orlando,2024-12-16,2024-12-17,Delivered,771,Air,449.97,711.93,Business,None
SHP002942,Miami,Detroit,2024-03-05,2024-03-08,Delayed,185,Freight,485.6,439.61,Government,Weather
SHP002943,New York,Charlotte,2024-09-29,2024-10-02,Delayed,1517,Ground,4.29,720.22,Business,Operational
SHP002944,Phoenix,Detroit,2024-11-25,2024-11-27,Delivered,1580,Air,309.69,991.81,Government,None
SHP002945,New York,Houston,2024-01-30,2024-01-31,Delivered,802,Ground,354.51,608.61,Retail,None
SHP002946,Dallas,Philadelphia,2024-06-23,2024-06-27,Delivered,2990,Ground,338.67,1583.7,Government,None
SHP002947,Seattle,Orlando,2024-11-03,2024-11-05,Delivered,1891,Ground,289.89,1059.88,Business,None
SHP002948,New York,Charlotte,2024-06-25,2024-06-26,Delivered,939,Ground,68.79,498.82,Government,None
SHP002949,Denver,Nashville,2024-09-30,2024-10-01,Delivered,1216,Ground,166.08,681.85,Business,None
SHP002950,Denver,Houston,2024-03-01,2024-03-03,Delivered,1494,Ground,98.31,766.29,Business,None
SHP002951,Denver,Nashville,2024-08-07,2024-08-15,Delayed,2964,Freight,214.29,1527.37,Government,Weather
SHP002952,Miami,San Francisco,2024-03-05,2024-03-11,Delayed,2407,Air,80.48,1226.44,Retail,Operational
SHP002953,Boston,Houston,2024-07-27,2024-07-31,Delayed,2609,Ground,30.41,1227.3,Retail,Weather
SHP002954,Denver,San Diego,2024-12-14,2024-12-15,Delivered,148,Freight,193.5,247.7,Business,None
SHP002955,Seattle,Detroit,2024-03-10,2024-03-14,Delivered,2851,Air,243.4,1523.99,Business,None
SHP002956,Dallas,Las Vegas,2024-11-21,2024-11-22,Delivered,1215,Ground,323.74,775.99,Retail,None
SHP002957,Chicago,San Francisco,2024-05-26,2024-05-31,Delayed,2533,Freight,156.13,1298.53,Retail,Weather
SHP002958,Seattle,Detroit,2024-10-18,2024-10-22,Delayed,2362,Ground,453.98,1370.29,Business,Weather
SHP002959,Dallas,Charlotte,2024-08-11,2024-08-14,Delivered,2748,Ground,313.37,1459.62,Business,None
SHP002960,Dallas,Nashville,2024-10-01,2024-10-02,Delivered,473,Ground,245.7,395.27,Retail,None
SHP002961,Miami,Orlando,2024-10-18,2024-10-20,Delivered,1446,Air,447.81,1014.39,Business,None
SHP002962,Chicago,Charlotte,2024-12-07,2024-12-12,Delayed,1638,Freight,402.01,1043.31,Business,Operational
SHP002963,Miami,Nashville,2024-04-22,2024-04-27,Delayed,1560,Freight,32.28,786.37,Retail,Weather
SHP002964,Seattle,Detroit,2024-05-07,2024-05-09,Delivered,1546,Ground,336.48,932.59,Government,None
SHP002965,Denver,Las Vegas,2024-05-13,2024-05-16,Delivered,2144,Ground,147.11,1088.07,Government,None
SHP002966,Los Angeles,Orlando,2024-03-02,2024-03-04,Delivered,1716,Air,312.92,1054.95,Government,None
SHP002967,Dallas,Portland,2024-08-02,2024-08-05,Delivered,2236,Ground,464.44,1319.86,Government,None
SHP002968,New York,Las Vegas,2024-03-05,2024-03-10,Delayed,1761,Ground,355.63,1040.83,Government,Customs
SHP002969,New York,Portland,2024-08-13,2024-08-14,Delivered,932,Ground,129.07,531.84,Business,None
SHP002970,Dallas,Portland,2024-02-26,2024-03-02,Delayed,2740,Ground,185.94,1379.56,Retail,Weather
SHP002971,Denver,Nashville,2024-10-08,2024-10-12,Delivered,2874,Freight,467.49,1638.79,Business,None
SHP002972,Los Angeles,Orlando,2024-09-09,2024-09-14,Delayed,1949,Ground,429.06,1169.49,Government,Weather
SHP002973,New York,Nashville,2024-01-13,2024-01-18,Delayed,2711,Air,305.68,1498.36,Business,Weather
SHP002974,Atlanta,Nashville,2024-11-26,2024-11-27,Delivered,689,Ground,346.86,553.17,Retail,None
SHP002975,Seattle,San Francisco,2024-07-21,2024-07-23,Delivered,1873,Ground,6.37,881.67,Government,None
SHP002976,Dallas,San Diego,2024-08-06,2024-08-09,Delayed,512,Air,34.15,345.89,Business,Operational
SHP002977,New York,San Diego,2024-05-29,2024-05-30,Delivered,1149,Ground,63.69,590.26,Government,None
SHP002978,Atlanta,Detroit,2024-04-18,2024-04-20,Delivered,1898,Ground,338.01,1091.91,Government,None
SHP002979,Dallas,San Diego,2024-11-05,2024-11-08,In Transit,2663,Ground,43.35,1259.36,Retail,None
SHP002980,Los Angeles,Portland,2024-05-26,2024-05-29,Delivered,2505,Freight,66.97,1232.43,Retail,None
SHP002981,Los Angeles,Portland,2024-01-27,2024-01-28,Delivered,819,Air,73.21,507.48,Business,None
SHP002982,Phoenix,Detroit,2024-07-10,2024-07-13,Delivered,2725,Air,484.58,1612.0,Retail,None
SHP002983,Los Angeles,Las Vegas,2024-02-26,2024-02-29,Delivered,2223,Ground,357.84,1250.05,Government,None
SHP002984,New York,Detroit,2024-09-25,2024-09-28,In Transit,2413,Ground,319.64,1312.63,Retail,None
SHP002985,Chicago,Houston,2024-05-24,2024-05-25,Delivered,1041,Air,32.41,582.9,Retail,None
SHP002986,Chicago,Detroit,2024-06-18,2024-06-21,Delivered,2648,Air,327.44,1483.06,Retail,None
SHP002987,Los Angeles,Nashville,2024-06-12,2024-06-13,In Transit,254,Ground,98.94,208.66,Retail,None
SHP002988,Boston,Orlando,2024-07-14,2024-07-15,Delivered,500,Air,243.79,466.27,Business,None
SHP002989,Chicago,Portland,2024-01-20,2024-01-22,Delivered,1944,Air,395.26,1206.96,Government,None
SHP002990,Boston,San Diego,2024-11-26,2024-11-28,Delivered,2031,Ground,351.01,1159.56,Government,None
SHP002991,Miami,Las Vegas,2024-09-21,2024-09-22,Delivered,512,Freight,43.05,321.23,Retail,None
SHP002992,Denver,Orlando,2024-10-23,2024-10-26,Delivered,2185,Ground,101.38,1079.08,Retail,None
SHP002993,New York,Orlando,2024-01-15,2024-01-18,Delivered,2246,Ground,104.09,1108.15,Government,None
SHP002994,Chicago,Portland,2024-06-27,2024-06-29,Delivered,1851,Ground,352.94,1079.71,Business,None
SHP002995,Atlanta,Portland,2024-12-01,2024-12-06,Delayed,2135,Ground,81.97,1044.93,Business,Operational
SHP002996,Denver,Nashville,2024-06-20,2024-06-21,Delivered,322,Ground,340.82,384.39,Retail,None
SHP002997,Miami,San Diego,2024-09-05,2024-09-06,Delivered,902,Ground,2.65,442.49,Business,None
SHP002998,Boston,Orlando,2024-04-14,2024-04-16,Delivered,1942,Air,89.8,1022.78,Government,None
SHP002999,Atlanta,Charlotte,2024-06-11,2024-06-13,Delivered,1569,Air,405.6,1044.41,Business,None
SHP003000,Boston,Orlando,2024-06-02,2024-06-03,Delivered,1027,Ground,2.71,498.78,Business,None
SHP003001,Boston,Portland,2024-08-29,2024-08-30,Delivered,82,Air,319.63,323.68,Government,None
SHP003002,Dallas,Nashville,2024-08-31,2024-09-01,Delivered,524,Ground,60.87,307.32,Retail,None
SHP003003,Dallas,Nashville,2024-11-30,2024-12-02,Delivered,1647,Ground,99.61,835.92,Retail,None
SHP003004,Chicago,Philadelphia,2024-02-07,2024-02-08,Delivered,629,Air,358.31,593.04,Government,None
SHP003005,Los Angeles,Nashville,2024-04-20,2024-04-21,Delivered,262,Freight,174.72,287.73,Government,None
SHP003006,Denver,Nashville,2024-02-18,2024-02-22,Delivered,2965,Ground,451.69,1640.26,Government,None
SHP003007,Denver,San Francisco,2024-07-11,2024-07-14,Delivered,2548,Ground,217.53,1312.12,Retail,None
SHP003008,Miami,Charlotte,2024-01-21,2024-01-25,Delivered,2840,Ground,189.13,1426.48,Retail,None
SHP003009,New York,Houston,2024-11-10,2024-11-11,Delivered,673,Ground,81.16,386.55,Business,None
SHP003010,Miami,Orlando,2024-04-10,2024-04-13,Delivered,2606,Ground,100.55,1268.03,Business,None
SHP003011,Phoenix,San Francisco,2024-05-12,2024-05-15,Delivered,2604,Air,351.86,1477.92,Retail,None
SHP003012,Denver,Detroit,2024-08-03,2024-08-04,Delivered,517,Air,167.62,428.22,Business,None
SHP003013,Seattle,Houston,2024-12-25,2024-12-26,Delivered,333,Air,198.78,364.12,Business,None
SHP003014,New York,San Diego,2024-01-17,2024-01-19,Delivered,1478,Air,280.48,928.39,Retail,None
SHP003015,Seattle,Portland,2024-08-21,2024-08-22,Delivered,882,Freight,110.72,528.33,Business,None
SHP003016,Seattle,Nashville,2024-02-15,2024-02-16,Delivered,491,Ground,142.2,341.27,Retail,None
SHP003017,Miami,Detroit,2024-12-29,2024-12-31,Delivered,1742,Ground,492.48,1114.39,Business,None
SHP003018,Dallas,Houston,2024-04-16,2024-04-18,Delivered,2076,Air,346.49,1237.09,Retail,None
SHP003019,Dallas,San Diego,2024-03-13,2024-03-16,Delivered,2256,Ground,166.87,1150.32,Business,None
SHP003020,Denver,Philadelphia,2024-05-28,2024-05-29,Delivered,190,Air,344.76,387.36,Business,None
SHP003021,Boston,Las Vegas,2024-12-06,2024-12-07,In Transit,1295,Air,333.44,877.81,Business,None
SHP003022,Phoenix,Houston,2024-10-13,2024-10-18,Delayed,1196,Ground,104.63,635.98,Government,Customs
SHP003023,Atlanta,Houston,2024-11-26,2024-11-27,Delivered,861,Ground,494.18,718.96,Government,None
SHP003024,Atlanta,Las Vegas,2024-11-02,2024-11-04,Delayed,872,Ground,406.01,671.01,Government,Weather
SHP003025,New York,San Diego,2024-10-31,2024-11-01,Delivered,320,Ground,276.75,345.05,Retail,None
SHP003026,Boston,Houston,2024-03-29,2024-03-30,Delivered,994,Ground,168.29,583.27,Government,None
SHP003027,Phoenix,Philadelphia,2024-11-15,2024-11-20,Delayed,2596,Ground,369.93,1425.16,Government,Weather
SHP003028,Denver,Las Vegas,2024-08-05,2024-08-07,Delivered,1760,Air,197.26,1005.36,Government,None
SHP003029,Chicago,Philadelphia,2024-03-11,2024-03-13,Delivered,1807,Ground,260.2,1004.27,Government,None
SHP003030,Los Angeles,Nashville,2024-12-23,2024-12-25,Delivered,1925,Freight,423.48,1185.34,Business,None
SHP003031,Chicago,San Francisco,2024-01-19,2024-01-23,Delivered,2838,Freight,274.47,1506.78,Business,None
SHP003032,New York,Portland,2024-08-09,2024-08-10,Delivered,880,Ground,302.53,612.52,Business,None
SHP003033,Chicago,San Diego,2024-10-26,2024-10-27,Delivered,1313,Freight,70.4,698.09,Retail,None
SHP003034,Seattle,Houston,2024-02-23,2024-02-25,Delivered,2039,Ground,213.86,1080.87,Retail,None
SHP003035,Denver,Las Vegas,2024-03-05,2024-03-08,Delivered,2272,Ground,405.34,1300.6,Retail,None
SHP003036,Boston,San Diego,2024-12-06,2024-12-07,Delivered,150,Ground,44.35,129.11,Government,None
SHP003037,Dallas,Nashville,2024-07-24,2024-07-25,Delivered,700,Air,92.45,465.47,Government,None
SHP003038,Boston,Houston,2024-10-18,2024-10-19,Delivered,847,Ground,224.05,550.58,Retail,None
SHP003039,Dallas,Philadelphia,2024-10-08,2024-10-11,Delivered,2516,Freight,338.15,1400.09,Business,None
SHP003040,Denver,Charlotte,2024-10-24,2024-10-29,Delayed,1352,Ground,283.02,813.21,Retail,Weather
SHP003041,Denver,Philadelphia,2024-08-10,2024-08-13,In Transit,2520,Ground,418.05,1419.83,Business,None
SHP003042,Boston,Orlando,2024-09-29,2024-09-30,Delivered,170,Air,462.18,448.81,Retail,None
SHP003043,Chicago,Nashville,2024-02-25,2024-02-27,Delivered,1637,Freight,165.17,900.75,Business,None
SHP003044,Dallas,Portland,2024-06-29,2024-07-01,Delivered,1487,Freight,400.82,974.64,Government,None
SHP003045,Chicago,Charlotte,2024-09-26,2024-09-27,In Transit,279,Ground,436.58,422.5,Government,None
SHP003046,Phoenix,Philadelphia,2024-05-14,2024-05-18,Delivered,2933,Air,319.48,1606.54,Retail,None
SHP003047,Seattle,Nashville,2024-01-26,2024-01-30,Delayed,2681,Ground,8.82,1246.74,Business,Weather
SHP003048,Dallas,Orlando,2024-11-20,2024-11-23,In Transit,2686,Air,253.83,1456.0,Retail,None
SHP003049,Dallas,Portland,2024-01-12,2024-01-17,Delayed,2684,Ground,300.56,1423.14,Business,Weather
SHP003050,Miami,Portland,2024-04-17,2024-04-20,Delivered,2646,Freight,280.62,1424.07,Business,None
SHP003051,Denver,Detroit,2024-01-11,2024-01-12,Delivered,1121,Freight,392.86,805.17,Retail,None
SHP003052,Dallas,Charlotte,2024-12-25,2024-12-27,Delivered,1898,Freight,182.06,1028.34,Government,None
SHP003053,Los Angeles,Houston,2024-12-23,2024-12-25,Delivered,2076,Freight,442.12,1264.47,Retail,None
SHP003054,Los Angeles,Las Vegas,2024-12-05,2024-12-07,Delivered,1555,Freight,450.7,1035.17,Retail,None
SHP003055,New York,Las Vegas,2024-10-04,2024-10-05,Delivered,903,Freight,181.26,580.11,Business,None
SHP003056,Los Angeles,Orlando,2024-02-03,2024-02-06,Delivered,2734,Air,214.85,1454.21,Retail,None
SHP003057,Seattle,San Diego,2024-04-11,2024-04-12,Delivered,1146,Ground,253.58,702.85,Business,None
SHP003058,Seattle,San Diego,2024-08-07,2024-08-09,Delivered,1755,Ground,416.15,1074.44,Retail,None
SHP003059,Boston,Orlando,2024-05-03,2024-05-06,Delivered,2765,Air,405.8,1582.73,Business,None
SHP003060,Boston,Portland,2024-05-28,2024-05-31,Delivered,2714,Air,204.55,1439.03,Government,None
SHP003061,Los Angeles,Charlotte,2024-05-04,2024-05-06,Delivered,1813,Freight,498.41,1179.9,Business,None
SHP003062,Seattle,Houston,2024-06-05,2024-06-06,Delivered,294,Ground,180.91,275.85,Government,None
SHP003063,Los Angeles,Las Vegas,2024-08-25,2024-08-26,Delivered,83,Air,26.04,147.97,Government,None
SHP003064,Atlanta,Portland,2024-01-24,2024-01-26,Delivered,1880,Ground,114.02,949.41,Government,None
SHP003065,Seattle,Charlotte,2024-11-21,2024-11-23,In Transit,1464,Ground,333.64,893.98,Government,None
SHP003066,New York,San Francisco,2024-08-03,2024-08-08,Delayed,2340,Air,496.41,1445.85,Government,Weather
SHP003067,New York,Charlotte,2024-06-24,2024-06-27,Delayed,807,Air,479.73,745.99,Business,Weather
SHP003068,Dallas,Nashville,2024-11-01,2024-11-05,Delivered,2850,Air,343.49,1583.59,Retail,None
SHP003069,Phoenix,Orlando,2024-04-06,2024-04-07,Delivered,461,Air,56.28,336.22,Business,None
SHP003070,Los Angeles,Philadelphia,2024-07-24,2024-07-30,Delayed,1937,Ground,408.65,1151.84,Business,Operational
SHP003071,Seattle,San Francisco,2024-12-20,2024-12-22,Delivered,1538,Air,248.21,936.03,Government,None
SHP003072,Seattle,Orlando,2024-05-29,2024-05-30,Delivered,378,Ground,130.14,283.18,Government,None
SHP003073,Chicago,Portland,2024-04-28,2024-04-29,Delivered,371,Ground,238.58,345.1,Retail,None
SHP003074,Seattle,Detroit,2024-12-18,2024-12-19,Delivered,178,Ground,461.94,392.26,Government,None
SHP003075,Chicago,Las Vegas,2024-08-21,2024-08-24,Delayed,1861,Air,125.46,1007.73,Government,Operational
SHP003076,Seattle,Nashville,2024-07-10,2024-07-14,Delivered,2995,Freight,361.1,1629.41,Retail,None
SHP003077,Los Angeles,San Francisco,2024-03-29,2024-03-30,Delivered,167,Ground,257.09,264.4,Government,None
SHP003078,Denver,Las Vegas,2024-03-22,2024-03-25,Delivered,2595,Air,466.49,1542.64,Government,None
SHP003079,Miami,Detroit,2024-01-11,2024-01-12,Delivered,1012,Ground,461.51,767.31,Retail,None
SHP003080,Denver,Houston,2024-06-08,2024-06-12,Delivered,2967,Ground,165.3,1469.33,Business,None
SHP003081,Dallas,Las Vegas,2024-08-13,2024-08-14,Delivered,459,Air,473.85,585.86,Business,None
SHP003082,Boston,San Diego,2024-09-28,2024-09-29,Delivered,1313,Freight,251.29,806.62,Retail,None
SHP003083,Dallas,Houston,2024-03-15,2024-03-16,Delivered,1042,Ground,200.67,624.3,Business,None
SHP003084,Boston,Philadelphia,2024-05-01,2024-05-02,Delivered,1095,Air,66.69,627.76,Retail,None
SHP003085,Denver,Philadelphia,2024-11-06,2024-11-07,In Transit,501,Ground,359.31,476.04,Retail,None
SHP003086,Los Angeles,Detroit,2024-02-13,2024-02-17,Delivered,2946,Ground,101.96,1421.88,Government,None
SHP003087,Seattle,Detroit,2024-02-13,2024-02-21,Delayed,2858,Freight,326.76,1547.16,Retail,Customs
SHP003088,Chicago,San Francisco,2024-06-13,2024-06-18,Delayed,652,Air,341.82,593.49,Government,Operational
SHP003089,Dallas,Las Vegas,2024-06-22,2024-06-28,Delayed,1901,Freight,107.21,984.78,Business,Weather
SHP003090,Phoenix,San Francisco,2024-01-28,2024-01-30,Delivered,2053,Ground,114.68,1027.66,Government,None
SHP003091,Boston,Detroit,2024-07-22,2024-07-23,Delivered,359,Ground,393.53,432.67,Retail,None
SHP003092,Denver,San Francisco,2024-01-14,2024-01-17,In Transit,2363,Ground,257.17,1252.65,Government,None
SHP003093,Los Angeles,Orlando,2024-10-31,2024-11-01,Delivered,381,Ground,186.89,318.58,Retail,None
SHP003094,New York,Houston,2024-03-31,2024-04-03,Delivered,2696,Air,188.95,1421.57,Retail,None
SHP003095,Boston,Portland,2024-01-18,2024-01-19,Delivered,1318,Freight,319.16,849.6,Retail,None
SHP003096,Boston,Las Vegas,2024-08-19,2024-08-20,Delivered,243,Ground,119.25,215.9,Government,None
SHP003097,Atlanta,Charlotte,2024-07-27,2024-07-29,Delivered,1931,Ground,339.87,1107.87,Government,None
SHP003098,Dallas,Detroit,2024-08-05,2024-08-06,Delivered,444,Ground,22.8,248.48,Government,None
SHP003099,Dallas,Nashville,2024-03-29,2024-03-30,Delivered,1334,Air,50.51,725.61,Business,None
SHP003100,Boston,Charlotte,2024-03-22,2024-03-23,Delivered,453,Air,117.89,369.58,Business,None
SHP003101,Dallas,Houston,2024-10-08,2024-10-12,Delivered,2856,Ground,365.74,1539.64,Government,None
SHP003102,Chicago,Las Vegas,2024-04-23,2024-04-24,Delivered,87,Ground,119.16,145.65,Business,None
SHP003103,Denver,Detroit,2024-07-13,2024-07-15,Delivered,1958,Ground,374.67,1140.9,Retail,None
SHP003104,Miami,Nashville,2024-04-04,2024-04-06,Delayed,144,Air,177.12,266.07,Business,Operational
SHP003105,Denver,Houston,2024-08-21,2024-08-22,Delivered,1038,Air,134.86,643.02,Government,None
SHP003106,Boston,Portland,2024-06-13,2024-06-14,Delivered,937,Air,229.66,654.45,Business,None
SHP003107,Phoenix,San Francisco,2024-11-14,2024-11-17,Delivered,2682,Air,152.31,1393.29,Government,None
SHP003108,Denver,Philadelphia,2024-11-11,2024-11-17,Delayed,1436,Ground,195.05,798.23,Retail,Weather
SHP003109,Chicago,Detroit,2024-08-12,2024-08-16,Delivered,2853,Ground,405.54,1562.17,Government,None
SHP003110,Miami,Philadelphia,2024-08-05,2024-08-11,Delayed,1501,Air,200.7,890.87,Retail,Operational
SHP003111,Boston,Detroit,2024-01-13,2024-01-19,Delayed,2075,Ground,104.13,1031.23,Government,Operational
SHP003112,Los Angeles,Houston,2024-03-25,2024-03-26,Delivered,940,Ground,343.85,664.31,Retail,None
SHP003113,Miami,San Francisco,2024-06-03,2024-06-07,Delayed,1651,Air,442.93,1103.71,Business,Operational
SHP003114,Los Angeles,San Francisco,2024-02-06,2024-02-08,Delivered,1754,Freight,389.68,1088.11,Government,None
SHP003115,Chicago,Orlando,2024-04-05,2024-04-06,Delivered,978,Air,56.79,569.17,Retail,None
SHP003116,Atlanta,Las Vegas,2024-05-14,2024-05-15,Delivered,1075,Ground,194.45,635.42,Retail,None
SHP003117,Phoenix,San Diego,2024-09-04,2024-09-05,Delivered,936,Freight,189.01,599.61,Business,None
SHP003118,New York,Charlotte,2024-10-04,2024-10-08,Delivered,2847,Air,301.87,1557.27,Business,None
SHP003119,Chicago,Orlando,2024-10-22,2024-10-23,Delivered,643,Freight,389.84,588.25,Business,None
SHP003120,Dallas,Nashville,2024-01-30,2024-02-03,Delayed,2500,Ground,111.92,1227.15,Retail,Customs
SHP003121,Dallas,Portland,2024-02-18,2024-02-20,Delivered,1900,Air,85.58,1001.35,Business,None
SHP003122,Boston,Detroit,2024-01-11,2024-01-12,Delivered,517,Air,223.45,461.72,Retail,None
SHP003123,New York,Nashville,2024-06-20,2024-06-23,Delivered,2203,Ground,306.6,1210.31,Government,None
SHP003124,Los Angeles,Portland,2024-09-01,2024-09-04,Delivered,2432,Freight,307.34,1343.8,Business,None
SHP003125,Dallas,San Francisco,2024-09-08,2024-09-09,Delivered,1193,Air,273.37,795.87,Retail,None
SHP003126,Seattle,San Diego,2024-02-18,2024-02-21,Delivered,2239,Ground,331.62,1241.52,Business,None
SHP003127,Miami,San Francisco,2024-09-09,2024-09-13,Delivered,2854,Air,427.15,1635.59,Business,None
SHP003128,Chicago,Las Vegas,2024-04-12,2024-04-13,Delivered,738,Freight,298.39,576.13,Retail,None
SHP003129,Denver,Philadelphia,2024-07-31,2024-08-03,Delivered,2494,Air,152.89,1309.03,Government,None
SHP003130,Boston,San Francisco,2024-02-15,2024-02-16,Delivered,915,Ground,263.02,604.56,Government,None
SHP003131,Phoenix,Houston,2024-07-19,2024-07-21,Delayed,732,Ground,349.0,573.8,Retail,Weather
SHP003132,Chicago,Las Vegas,2024-09-09,2024-09-15,Delayed,2848,Ground,347.96,1525.38,Retail,Weather
SHP003133,Chicago,Detroit,2024-02-09,2024-02-12,Delivered,2208,Ground,165.05,1127.63,Business,None
SHP003134,Los Angeles,Portland,2024-01-29,2024-02-02,Delivered,2804,Air,82.09,1406.05,Government,None
SHP003135,Seattle,San Diego,2024-04-25,2024-04-27,Delivered,1774,Ground,451.95,1104.47,Government,None
SHP003136,Phoenix,San Diego,2024-03-04,2024-03-05,Delivered,1190,Air,499.6,930.26,Business,None
SHP003137,Seattle,Orlando,2024-02-24,2024-02-25,Delivered,1165,Ground,35.34,580.45,Retail,None
SHP003138,Boston,San Francisco,2024-11-18,2024-11-19,Delivered,1090,Ground,416.12,775.17,Business,None
SHP003139,Dallas,Detroit,2024-07-26,2024-07-27,Delivered,547,Freight,348.26,520.11,Retail,None
SHP003140,Seattle,Charlotte,2024-02-20,2024-02-23,Delivered,2322,Freight,126.22,1185.63,Business,None
SHP003141,New York,Portland,2024-05-04,2024-05-06,Delivered,1976,Air,299.11,1163.67,Government,None
SHP003142,New York,Portland,2024-08-07,2024-08-08,Delivered,1302,Ground,181.5,729.8,Business,None
SHP003143,Los Angeles,Houston,2024-10-14,2024-10-21,Delayed,2553,Freight,302.87,1395.57,Government,Weather
SHP003144,Atlanta,Orlando,2024-11-29,2024-11-30,Delivered,430,Freight,209.56,384.24,Business,None
SHP003145,Atlanta,Portland,2024-08-28,2024-08-30,Delivered,1806,Air,226.68,1043.71,Retail,None
SHP003146,Atlanta,Charlotte,2024-01-06,2024-01-07,Delivered,788,Ground,153.16,481.5,Government,None
SHP003147,Los Angeles,San Francisco,2024-12-18,2024-12-21,Delayed,990,Ground,405.47,723.78,Business,Operational
SHP003148,Atlanta,Las Vegas,2024-06-09,2024-06-10,Delivered,109,Ground,47.53,112.57,Retail,None
SHP003149,Los Angeles,Charlotte,2024-03-27,2024-03-30,Delivered,2314,Air,436.37,1398.12,Government,None
SHP003150,New York,Philadelphia,2024-12-20,2024-12-22,Delivered,1556,Air,4.16,797.7,Retail,None
SHP003151,Chicago,San Francisco,2024-12-08,2024-12-10,Delivered,1794,Ground,328.86,1039.62,Retail,None
SHP003152,New York,Portland,2024-10-21,2024-10-22,Delivered,1315,Air,247.75,835.4,Government,None
SHP003153,Chicago,Detroit,2024-08-27,2024-08-29,Delayed,1324,Air,415.49,940.09,Government,Operational
SHP003154,Phoenix,Houston,2024-09-17,2024-09-19,Delayed,783,Freight,193.08,533.2,Business,Customs
SHP003155,Atlanta,Orlando,2024-07-15,2024-07-16,Delivered,1144,Ground,91.03,604.42,Business,None
SHP003156,Dallas,Detroit,2024-09-02,2024-09-04,Delivered,1613,Ground,216.67,890.85,Government,None
SHP003157,Dallas,Philadelphia,2024-10-18,2024-10-20,Delayed,999,Ground,268.86,645.87,Government,Weather
SHP003158,Boston,Detroit,2024-11-07,2024-11-10,Delivered,2594,Ground,396.63,1440.28,Retail,None
SHP003159,Dallas,Charlotte,2024-01-02,2024-01-06,Delivered,2808,Ground,89.25,1352.15,Business,None
SHP003160,Atlanta,Charlotte,2024-12-11,2024-12-14,Delivered,2526,Ground,115.42,1240.95,Retail,None
SHP003161,Chicago,San Diego,2024-07-14,2024-07-20,Delayed,2557,Ground,127.57,1262.19,Retail,Operational
SHP003162,Dallas,Charlotte,2024-05-07,2024-05-08,Delivered,773,Ground,192.17,498.15,Retail,None
SHP003163,Seattle,Houston,2024-08-18,2024-08-22,Delayed,1442,Air,410.69,990.31,Government,Customs
SHP003164,Boston,Portland,2024-07-10,2024-07-12,Delivered,2014,Ground,421.84,1194.4,Retail,None
SHP003165,Phoenix,Las Vegas,2024-05-25,2024-05-26,Delivered,1371,Ground,300.67,832.35,Retail,None
SHP003166,New York,Charlotte,2024-08-22,2024-08-28,Delayed,2300,Air,261.76,1287.06,Retail,Operational
SHP003167,Dallas,San Diego,2024-09-17,2024-09-18,Delivered,919,Freight,467.31,758.94,Government,None
SHP003168,Miami,Las Vegas,2024-09-21,2024-09-23,Delivered,1810,Freight,225.26,1014.66,Retail,None
SHP003169,New York,Las Vegas,2024-12-24,2024-12-28,Delivered,2918,Air,426.75,1664.15,Retail,None
SHP003170,Phoenix,Houston,2024-02-13,2024-02-18,Delayed,2594,Freight,220.44,1364.56,Government,Weather
SHP003171,Los Angeles,Nashville,2024-02-22,2024-02-24,Delivered,2017,Ground,414.72,1191.48,Business,None
SHP003172,Seattle,San Francisco,2024-10-04,2024-10-06,Delivered,1780,Ground,471.87,1119.12,Government,None
SHP003173,Los Angeles,Charlotte,2024-10-15,2024-10-19,Delivered,2847,Freight,90.76,1400.61,Retail,None
SHP003174,Phoenix,Las Vegas,2024-10-21,2024-10-22,Delivered,126,Ground,441.53,356.62,Business,None
SHP003175,Seattle,Las Vegas,2024-07-28,2024-07-31,Delivered,2411,Freight,395.6,1387.31,Business,None
SHP003176,Dallas,Charlotte,2024-04-01,2024-04-03,Delivered,1830,Ground,36.51,880.41,Business,None
SHP003177,Seattle,Nashville,2024-03-04,2024-03-05,Delivered,186,Ground,422.32,372.09,Government,None
SHP003178,Atlanta,San Diego,2024-06-14,2024-06-19,Delayed,2059,Freight,214.2,1120.07,Government,Weather
